Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Revenue
5 Series,2018,Middle East,Red,Diesel,Manual,4.1,22089,98016,1073,Low,105171168
3 Series,2019,Europe,Red,Diesel,Automatic,4.9,39332,111500,9288,High,1035612000
X1,2023,Asia,Grey,Electric,Manual,4.5,175308,53042,1188,Low,63013896
i3,2023,Middle East,Grey,Electric,Automatic,4.5,93673,111822,1631,Low,182381682
i8,2019,Middle East,Silver,Diesel,Manual,1.9,178959,44288,2269,Low,100489472
M5,2024,Europe,Black,Electric,Manual,4.1,193121,46284,3818,Low,176712312
X6,2020,South America,Black,Petrol,Automatic,3.3,197001,58438,7157,High,418240766
X3,2022,Asia,Silver,Petrol,Automatic,2.5,857,100931,4261,Low,430066991
M3,2020,North America,Grey,Electric,Manual,4.0,111964,54904,6071,Low,333322184
7 Series,2024,Africa,Red,Hybrid,Manual,3.3,127445,113871,6944,Low,790720224
5 Series,2022,South America,Grey,Petrol,Automatic,3.5,55306,51123,8853,High,452591919
X3,2024,Europe,Silver,Electric,Automatic,1.5,128493,109123,420,Low,45831660
5 Series,2020,Africa,Red,Electric,Automatic,4.4,156406,76062,8707,High,662271834
5 Series,2020,Africa,White,Hybrid,Automatic,2.9,71774,40772,7425,High,302732100
X6,2022,Asia,Red,Hybrid,Automatic,1.9,16024,109473,7027,High,769266771
3 Series,2021,Africa,Blue,Diesel,Manual,3.8,128747,118185,7954,High,940043490
3 Series,2022,Middle East,Grey,Electric,Manual,2.6,159416,112675,3080,Low,347039000
X1,2021,North America,Black,Petrol,Automatic,1.7,81494,50437,7247,High,365516939
X3,2022,South America,Grey,Diesel,Automatic,1.7,53495,31073,4804,Low,149274692
X5,2019,Asia,Blue,Hybrid,Automatic,2.3,199348,59215,9674,High,572845910
i3,2020,Africa,Blue,Diesel,Manual,3.8,103376,52147,7078,High,369096466
M5,2024,Europe,White,Hybrid,Manual,4.0,85185,36820,7958,High,293013560
X5,2020,Middle East,Blue,Petrol,Automatic,1.9,161591,55854,232,Low,12958128
X5,2018,Asia,Silver,Diesel,Manual,2.0,140353,115609,2119,Low,244975471
7 Series,2019,Europe,Black,Hybrid,Automatic,3.6,87770,59328,9993,High,592864704
M3,2018,Europe,Red,Electric,Manual,4.9,8725,85911,533,Low,45790563
X1,2020,South America,Grey,Petrol,Manual,3.4,6608,103352,9708,High,1003341216
X3,2018,North America,Silver,Hybrid,Manual,4.0,143796,92158,7906,High,728601148
i8,2022,Europe,Blue,Hybrid,Automatic,1.8,67370,33541,5562,Low,186555042
X6,2023,North America,Silver,Hybrid,Automatic,4.9,21979,118265,453,Low,53574045
X5,2020,Asia,White,Electric,Manual,3.5,186323,113091,8945,High,1011598995
i3,2021,South America,Red,Electric,Automatic,4.3,164216,73397,8697,High,638333709
3 Series,2019,North America,Blue,Diesel,Automatic,4.8,46903,57831,2247,Low,129946257
i8,2022,North America,Red,Hybrid,Manual,3.9,139972,38502,7328,High,282142656
X3,2021,Europe,White,Hybrid,Manual,3.2,82314,79282,2269,Low,179890858
X6,2024,Africa,Silver,Electric,Manual,4.2,72799,58774,5557,Low,326607118
M3,2019,Asia,White,Electric,Automatic,3.6,149073,36748,2830,Low,103996840
X3,2022,North America,Black,Petrol,Manual,4.2,37881,45146,9250,High,417600500
X1,2021,Asia,White,Hybrid,Automatic,1.5,138830,39250,6096,Low,239268000
X5,2021,South America,Black,Electric,Automatic,2.3,50640,65814,3448,Low,226926672
M3,2019,Asia,White,Petrol,Automatic,3.1,119703,32047,4129,Low,132322063
5 Series,2024,Africa,Silver,Electric,Automatic,2.2,90627,90992,4606,Low,419109152
X3,2024,Middle East,Blue,Diesel,Manual,3.7,87677,119691,3206,Low,383729346
X1,2019,South America,Red,Hybrid,Manual,4.3,126224,30495,3528,Low,107586360
3 Series,2024,South America,White,Hybrid,Manual,4.9,105373,59322,3997,Low,237110034
X6,2021,Africa,Blue,Electric,Manual,2.9,119231,95552,7422,High,709186944
X5,2019,Africa,Black,Petrol,Automatic,4.7,8145,107177,779,Low,83490883
5 Series,2019,Middle East,White,Electric,Automatic,2.7,110141,57631,9898,High,570431638
M5,2024,Europe,Black,Petrol,Automatic,3.5,28819,95342,4692,Low,447344664
i8,2019,North America,Silver,Petrol,Automatic,4.0,83538,109976,231,Low,25404456
X3,2019,South America,Red,Electric,Manual,4.7,83765,66200,9659,High,639425800
7 Series,2021,North America,Red,Electric,Automatic,2.1,177745,94375,7518,High,709511250
X3,2019,Africa,Grey,Diesel,Automatic,3.5,173452,65122,4389,Low,285820458
3 Series,2020,Middle East,Grey,Hybrid,Manual,3.4,85066,96377,4337,Low,417987049
M5,2023,Asia,Black,Diesel,Manual,3.1,36576,82556,5819,Low,480393364
X6,2021,Africa,White,Hybrid,Manual,3.9,52635,109483,3827,Low,418991441
X5,2023,South America,Silver,Diesel,Manual,4.7,63146,47839,7313,High,349846607
X3,2020,Africa,White,Hybrid,Automatic,4.9,102196,57225,9507,High,544038075
M5,2024,Asia,Red,Electric,Automatic,4.6,10872,112218,6497,Low,729080346
M3,2019,South America,Grey,Petrol,Automatic,3.9,84063,75326,9959,High,750171634
X5,2018,Asia,Black,Electric,Automatic,1.9,94888,32035,7668,High,245644380
M3,2023,North America,White,Petrol,Automatic,1.8,12300,49258,2984,Low,146985872
X5,2018,Africa,Grey,Petrol,Automatic,2.6,26880,86690,3859,Low,334536710
X3,2019,South America,White,Diesel,Automatic,2.1,90301,76720,3196,Low,245197120
7 Series,2020,Middle East,White,Electric,Manual,4.0,26990,113134,6461,Low,730958774
5 Series,2024,Asia,White,Hybrid,Manual,2.0,110481,81359,4068,Low,330968412
X6,2021,Africa,Red,Electric,Manual,4.5,111925,101672,289,Low,29383208
M3,2023,Middle East,Silver,Diesel,Automatic,3.1,60510,111418,2146,Low,239103028
3 Series,2018,Asia,Silver,Hybrid,Automatic,4.4,176821,106395,8101,High,861905895
M3,2023,Asia,Grey,Petrol,Automatic,3.4,58564,71107,2219,Low,157786433
i3,2020,North America,Black,Hybrid,Manual,4.8,92724,55371,6453,Low,357309063
X5,2024,South America,White,Petrol,Automatic,4.0,117271,68418,3370,Low,230568660
X3,2023,Middle East,White,Electric,Manual,3.7,106190,46836,9417,High,441054612
5 Series,2022,South America,Red,Hybrid,Manual,4.0,108669,57257,2198,Low,125850886
M3,2018,Asia,Blue,Petrol,Manual,3.1,184394,105680,6835,Low,722322800
3 Series,2024,Asia,Grey,Hybrid,Manual,2.3,126685,70923,4163,Low,295252449
X1,2024,South America,Red,Petrol,Manual,4.2,168758,39633,6087,Low,241246071
X6,2018,Africa,White,Diesel,Automatic,2.2,111469,81740,6167,Low,504090580
3 Series,2021,South America,Blue,Diesel,Manual,1.8,105586,45844,4693,Low,215145892
X6,2020,South America,White,Diesel,Manual,4.5,77036,37421,7625,High,285335125
i8,2023,Europe,Grey,Electric,Automatic,3.6,3647,67881,4409,Low,299287329
5 Series,2022,Asia,Red,Electric,Automatic,4.3,175621,56863,614,Low,34913882
i3,2023,North America,Blue,Hybrid,Manual,5.0,8230,84474,120,Low,10136880
5 Series,2022,Africa,Grey,Electric,Automatic,2.2,30865,74160,4999,Low,370725840
X3,2021,Africa,Grey,Petrol,Manual,1.7,91442,82917,6277,Low,520470009
3 Series,2024,Asia,Blue,Hybrid,Automatic,3.1,42086,110207,2098,Low,231214286
5 Series,2024,Africa,Silver,Electric,Manual,3.2,42968,78032,6152,Low,480052864
i3,2021,Africa,Silver,Petrol,Manual,2.9,130763,61356,5751,Low,352858356
X1,2020,Africa,Red,Hybrid,Automatic,3.9,115920,69609,6304,Low,438815136
M3,2019,Asia,Silver,Petrol,Manual,3.0,44580,66784,2382,Low,159079488
X1,2020,Asia,White,Diesel,Manual,5.0,31888,33753,2257,Low,76180521
M3,2019,Middle East,White,Petrol,Manual,2.5,44813,96153,1392,Low,133844976
7 Series,2018,Europe,Red,Electric,Manual,2.2,67367,74676,6269,Low,468143844
i8,2020,Europe,Black,Petrol,Manual,1.5,9925,104694,7096,High,742908624
3 Series,2024,Europe,White,Petrol,Automatic,2.7,139239,88956,9329,High,829870524
X5,2020,Europe,Red,Diesel,Manual,1.8,164272,90164,1190,Low,107295160
X3,2020,Africa,Red,Petrol,Manual,3.0,124921,37708,3727,Low,140537716
M3,2022,Europe,White,Petrol,Manual,2.9,100382,99004,3209,Low,317703836
X3,2022,South America,Blue,Diesel,Automatic,4.4,173445,107640,7694,High,828182160
i8,2021,Africa,Silver,Petrol,Manual,3.1,46600,44381,8336,High,369960016
X6,2020,Middle East,Silver,Diesel,Manual,1.8,153629,76842,2527,Low,194179734
7 Series,2021,North America,Grey,Electric,Automatic,2.9,23032,50080,9375,High,469500000
3 Series,2023,South America,Grey,Diesel,Manual,2.8,163450,62880,5935,Low,373192800
3 Series,2018,Asia,Silver,Electric,Manual,4.8,107780,33526,6812,Low,228379112
5 Series,2019,Asia,Blue,Electric,Automatic,1.9,134080,105532,1387,Low,146372884
M3,2019,Africa,Red,Hybrid,Manual,1.6,177468,70929,4885,Low,346488165
i8,2022,South America,Blue,Petrol,Manual,2.6,58169,52251,2275,Low,118871025
X6,2020,Africa,White,Diesel,Automatic,4.4,36107,34800,1683,Low,58568400
X3,2021,Middle East,White,Electric,Automatic,2.7,15400,114674,6036,Low,692172264
M5,2018,North America,Blue,Electric,Manual,2.1,154665,103712,7194,High,746104128
5 Series,2024,Europe,White,Electric,Automatic,2.8,188597,97737,2094,Low,204661278
M3,2019,Europe,Black,Hybrid,Automatic,4.1,110517,64037,4591,Low,293993867
M3,2018,Asia,Grey,Diesel,Automatic,4.9,80724,72961,3321,Low,242303481
X1,2022,North America,Grey,Hybrid,Automatic,2.4,11590,111889,592,Low,66238288
X5,2020,North America,Silver,Hybrid,Automatic,3.2,197817,91644,7796,High,714456624
5 Series,2023,Europe,Black,Hybrid,Manual,2.2,11342,60790,7008,High,426016320
X3,2018,North America,Blue,Diesel,Automatic,2.3,154671,43934,6020,Low,264482680
5 Series,2018,Asia,Blue,Hybrid,Automatic,3.7,76022,118617,6642,Low,787854114
M5,2019,Europe,Blue,Hybrid,Manual,1.6,42778,112733,1414,Low,159404462
i8,2018,Africa,Silver,Diesel,Manual,4.3,50508,92781,8164,High,757464084
X6,2020,Asia,Blue,Electric,Automatic,2.9,92835,70266,8405,High,590585730
X3,2024,North America,Silver,Diesel,Automatic,4.3,8308,76007,8573,High,651608011
3 Series,2022,Europe,Grey,Electric,Manual,4.3,174129,87701,4493,Low,394040593
3 Series,2023,Middle East,Blue,Petrol,Manual,2.3,158222,104932,4830,Low,506821560
i3,2018,North America,Black,Hybrid,Manual,4.1,110454,35457,1260,Low,44675820
5 Series,2023,Europe,White,Electric,Manual,3.9,145996,91834,652,Low,59875768
i8,2020,North America,Black,Electric,Automatic,2.2,194264,53651,5708,Low,306239908
X3,2020,Africa,Black,Diesel,Manual,4.7,105409,45112,5268,Low,237650016
5 Series,2019,South America,Red,Petrol,Automatic,3.7,192404,98382,1295,Low,127404690
X1,2018,Africa,Silver,Electric,Manual,2.9,27344,99330,5365,Low,532905450
i3,2019,Africa,Grey,Hybrid,Manual,1.8,159080,40545,7593,High,307858185
X5,2023,Africa,Blue,Electric,Automatic,3.8,5504,98894,5399,Low,533928706
7 Series,2021,Europe,Grey,Electric,Manual,3.5,179132,80365,3870,Low,311012550
X6,2021,Asia,Black,Petrol,Automatic,4.2,196898,108858,7964,High,866945112
i8,2018,Europe,White,Diesel,Manual,2.3,17428,80325,2799,Low,224829675
X6,2021,Europe,Black,Petrol,Manual,3.9,116923,50984,6571,Low,335015864
X3,2022,South America,Black,Diesel,Automatic,3.4,123578,115807,7112,High,823619384
X5,2023,Asia,Red,Diesel,Manual,1.6,37496,48746,4563,Low,222427998
3 Series,2022,North America,Blue,Diesel,Automatic,4.2,109065,90892,9125,High,829389500
i3,2021,South America,Silver,Diesel,Automatic,4.7,157229,79737,5188,Low,413675556
M5,2023,North America,Black,Petrol,Automatic,3.2,129201,32893,9748,High,320640964
M5,2021,North America,Black,Petrol,Manual,4.8,177591,39153,1821,Low,71297613
5 Series,2021,Africa,White,Petrol,Manual,3.3,32618,117026,1216,Low,142303616
i8,2018,Africa,Silver,Hybrid,Manual,4.3,53017,85143,3064,Low,260878152
i3,2019,Africa,Red,Diesel,Manual,2.9,93436,112714,7292,High,821910488
X6,2020,Europe,Grey,Diesel,Manual,1.5,131318,117300,3476,Low,407734800
5 Series,2020,Africa,Black,Electric,Automatic,2.8,45140,92009,8038,High,739568342
7 Series,2022,Africa,Black,Petrol,Automatic,1.9,156139,53179,2258,Low,120078182
7 Series,2022,Africa,White,Electric,Automatic,3.4,136975,80700,2150,Low,173505000
i8,2022,South America,Grey,Diesel,Automatic,4.6,64587,54395,4332,Low,235639140
X5,2024,Asia,Black,Diesel,Automatic,4.1,79629,97629,6089,Low,594462981
X5,2018,South America,White,Diesel,Manual,3.7,76882,44448,8607,High,382563936
X3,2018,Asia,Black,Petrol,Manual,4.8,14272,78113,511,Low,39915743
3 Series,2022,North America,Black,Diesel,Automatic,3.2,157225,59797,8488,High,507556936
X1,2018,North America,Grey,Petrol,Manual,4.6,177008,80459,4863,Low,391272117
M3,2022,South America,Blue,Electric,Automatic,3.7,72566,90870,335,Low,30441450
X5,2022,Asia,Grey,Petrol,Manual,4.1,184259,81087,4500,Low,364891500
i8,2023,Asia,White,Hybrid,Automatic,2.1,138963,80689,5521,Low,445483969
X6,2019,South America,Silver,Petrol,Manual,1.9,165443,86446,9749,High,842762054
M5,2021,North America,Red,Petrol,Automatic,3.9,70184,46005,3382,Low,155588910
M3,2018,Middle East,Silver,Hybrid,Automatic,2.8,50949,74528,5053,Low,376589984
M3,2019,Middle East,Black,Petrol,Manual,4.3,194329,54717,5163,Low,282503871
X3,2023,Middle East,Silver,Electric,Automatic,3.0,41628,50420,3633,Low,183175860
i3,2021,North America,White,Diesel,Manual,4.4,151782,102559,5017,Low,514538503
X1,2019,South America,Black,Diesel,Manual,2.3,17217,95002,9770,High,928169540
i3,2021,Middle East,Red,Electric,Automatic,2.8,153379,67042,563,Low,37744646
M5,2018,North America,Black,Electric,Manual,4.5,145524,58383,549,Low,32052267
i3,2021,North America,White,Electric,Automatic,2.9,151127,40003,2541,Low,101647623
M5,2024,Europe,Blue,Electric,Manual,4.3,75454,71919,6172,Low,443884068
M5,2022,North America,Blue,Petrol,Manual,3.4,98506,77111,4492,Low,346382612
M3,2021,Asia,Black,Diesel,Automatic,3.3,196563,114342,8408,High,961387536
5 Series,2023,North America,Red,Electric,Automatic,3.9,22489,105442,6077,Low,640771034
5 Series,2018,Africa,Red,Electric,Automatic,3.1,180325,98998,9392,High,929789216
i3,2023,South America,Silver,Diesel,Manual,3.3,1743,99604,5106,Low,508578024
X6,2024,Europe,Grey,Electric,Manual,4.2,18044,59953,3832,Low,229739896
X5,2020,Middle East,Silver,Electric,Manual,5.0,183114,99971,5023,Low,502154333
M3,2023,Africa,Black,Diesel,Manual,3.8,58415,49303,3846,Low,189619338
7 Series,2018,Asia,Red,Hybrid,Automatic,2.5,2004,51361,4474,Low,229789114
i8,2020,Middle East,White,Diesel,Manual,2.3,3777,83039,4686,Low,389120754
i8,2021,Europe,Black,Petrol,Automatic,1.9,91803,54467,8708,High,474298636
X3,2019,Africa,Silver,Petrol,Automatic,4.0,9424,44511,6485,Low,288653835
7 Series,2023,South America,Silver,Diesel,Automatic,3.2,83934,88029,3070,Low,270249030
M3,2022,Europe,Blue,Diesel,Manual,1.6,186231,46890,7091,High,332496990
X6,2021,Middle East,Blue,Petrol,Manual,4.3,29241,46964,6429,Low,301931556
M5,2020,Asia,Blue,Petrol,Manual,4.3,21263,85718,7921,High,678972278
X5,2020,Africa,Grey,Diesel,Automatic,3.4,157721,66701,3102,Low,206906502
X1,2022,South America,Silver,Hybrid,Manual,1.6,58326,94019,290,Low,27265510
M3,2024,Middle East,Black,Diesel,Automatic,3.0,137494,30339,1433,Low,43475787
M3,2024,South America,Red,Electric,Manual,2.2,158077,104706,3293,Low,344796858
i3,2018,Europe,Grey,Hybrid,Manual,3.1,96628,95799,2318,Low,222062082
3 Series,2023,South America,Black,Electric,Manual,3.6,192527,57103,8658,High,494397774
3 Series,2020,North America,White,Hybrid,Automatic,4.4,71937,117874,7581,High,893602794
M3,2024,Europe,Grey,Diesel,Manual,4.9,153233,46615,5953,Low,277499095
5 Series,2021,Europe,White,Diesel,Manual,2.5,83976,31938,2784,Low,88915392
i8,2019,Asia,Grey,Diesel,Manual,5.0,141313,115950,5316,Low,616390200
7 Series,2023,Asia,Red,Diesel,Automatic,3.2,187505,100627,2345,Low,235970315
7 Series,2020,Africa,White,Petrol,Manual,4.0,143100,91784,4322,Low,396690448
X6,2019,South America,Black,Diesel,Automatic,4.7,4371,93776,4701,Low,440840976
X5,2021,Middle East,Blue,Petrol,Automatic,4.2,116355,70909,2986,Low,211734274
X3,2020,South America,White,Hybrid,Manual,2.4,24344,100706,4953,Low,498796818
3 Series,2022,Europe,Blue,Electric,Automatic,2.7,123416,61992,6134,Low,380258928
5 Series,2020,Asia,Grey,Hybrid,Automatic,1.9,179839,72846,5323,Low,387759258
X1,2024,North America,Black,Hybrid,Manual,3.8,127481,115626,963,Low,111347838
X1,2018,Europe,Blue,Hybrid,Manual,4.8,3061,37691,845,Low,31848895
3 Series,2019,Asia,White,Diesel,Automatic,3.7,85976,116179,7469,High,867740951
3 Series,2020,Europe,Blue,Petrol,Manual,3.4,112553,69629,7086,High,493391094
7 Series,2020,Africa,Black,Hybrid,Automatic,4.0,58971,31225,7747,High,241900075
i3,2021,Europe,Black,Hybrid,Manual,4.3,150006,115583,7961,High,920156263
X5,2022,North America,White,Hybrid,Manual,4.0,63790,75802,6353,Low,481570106
X1,2021,Europe,Red,Electric,Manual,4.4,175922,112439,8364,High,940439796
3 Series,2020,Middle East,Silver,Electric,Manual,1.7,138806,55099,2990,Low,164746010
i3,2024,South America,Silver,Petrol,Automatic,3.7,50765,81050,9079,High,735852950
X1,2020,Asia,Black,Hybrid,Automatic,3.9,131468,91528,9506,High,870065168
i8,2020,Asia,White,Electric,Automatic,4.5,146411,113883,5544,Low,631367352
5 Series,2018,Africa,Black,Petrol,Automatic,4.7,122146,94591,4253,Low,402295523
X5,2022,Asia,White,Diesel,Automatic,3.6,15339,59769,9365,High,559736685
i8,2023,Asia,White,Diesel,Automatic,4.6,24973,56622,9021,High,510787062
X5,2019,South America,Blue,Electric,Automatic,4.2,28963,91400,2672,Low,244220800
7 Series,2021,North America,Blue,Diesel,Automatic,3.6,131716,56765,9219,High,523316535
i8,2018,North America,Black,Electric,Automatic,3.3,88942,35965,7287,High,262076955
7 Series,2018,North America,Black,Electric,Automatic,3.9,136775,98080,4120,Low,404089600
M5,2024,Middle East,Blue,Electric,Manual,4.4,128649,97374,1813,Low,176539062
7 Series,2024,Asia,Red,Diesel,Manual,4.5,3166,110566,9213,High,1018644558
X3,2024,North America,Black,Electric,Automatic,4.6,193574,87071,5928,Low,516156888
X5,2024,South America,Blue,Diesel,Automatic,3.9,108696,82776,735,Low,60840360
3 Series,2020,Europe,Red,Petrol,Manual,2.6,193742,94479,8377,High,791450583
X6,2020,Asia,White,Hybrid,Automatic,4.2,97513,55778,8199,High,457323822
X3,2021,Africa,Black,Hybrid,Automatic,2.3,5968,44219,905,Low,40018195
X6,2024,Middle East,White,Petrol,Automatic,3.0,94741,49720,7190,High,357486800
M5,2020,North America,Silver,Electric,Automatic,3.4,193902,87041,1609,Low,140048969
M3,2023,Middle East,Blue,Diesel,Manual,3.9,116591,106993,6145,Low,657471985
7 Series,2020,Africa,Grey,Diesel,Automatic,3.9,51141,118789,8179,High,971575231
5 Series,2023,Africa,Red,Electric,Automatic,4.6,148542,56132,1484,Low,83299888
M5,2024,Asia,Blue,Hybrid,Automatic,3.1,129906,53994,5329,Low,287734026
5 Series,2018,Africa,Silver,Petrol,Automatic,3.2,33673,48123,1822,Low,87680106
i3,2024,Europe,Red,Hybrid,Automatic,4.1,60277,64988,4977,Low,323445276
5 Series,2022,Middle East,Silver,Petrol,Automatic,3.0,15097,111356,6138,Low,683503128
5 Series,2020,North America,Blue,Hybrid,Automatic,4.2,30847,67571,5970,Low,403398870
X5,2022,North America,Grey,Electric,Automatic,4.2,38839,60350,3867,Low,233373450
X6,2019,Africa,Red,Hybrid,Manual,2.5,189573,56527,2300,Low,130012100
M5,2022,Africa,Red,Hybrid,Automatic,4.5,154016,41445,5645,Low,233957025
3 Series,2018,Asia,Grey,Electric,Manual,2.9,89253,81463,9204,High,749785452
X3,2024,Europe,Blue,Hybrid,Manual,2.3,95759,30475,629,Low,19168775
3 Series,2021,Middle East,Blue,Diesel,Automatic,2.1,183528,73340,7997,High,586499980
X6,2022,Asia,Red,Hybrid,Manual,4.1,102423,110782,1626,Low,180131532
i8,2022,Europe,White,Diesel,Manual,4.2,43592,111612,9496,High,1059867552
X6,2022,Middle East,Blue,Diesel,Manual,1.7,82328,84748,2485,Low,210598780
i8,2023,North America,Red,Electric,Manual,3.4,188694,96734,8417,High,814210078
M5,2024,Middle East,Blue,Hybrid,Manual,2.0,110005,84327,3350,Low,282495450
5 Series,2024,Europe,Black,Hybrid,Manual,3.2,189250,111515,3350,Low,373575250
M3,2018,Africa,Blue,Diesel,Automatic,4.8,71214,97647,3387,Low,330730389
X3,2024,Asia,Blue,Hybrid,Automatic,4.8,110805,104903,1854,Low,194490162
M5,2019,Europe,White,Petrol,Automatic,2.2,16408,63511,7067,High,448832237
X1,2023,Africa,Silver,Diesel,Automatic,1.5,21895,118375,9986,High,1182092750
7 Series,2020,Middle East,Silver,Diesel,Automatic,4.9,92564,105277,8284,High,872114668
X6,2022,North America,Blue,Electric,Manual,2.8,133756,58673,5694,Low,334084062
3 Series,2018,North America,Red,Hybrid,Manual,3.4,18761,41146,2503,Low,102988438
5 Series,2023,North America,Black,Petrol,Automatic,2.2,67896,106076,9881,High,1048136956
7 Series,2020,Africa,Blue,Electric,Automatic,5.0,74956,96879,7341,High,711188739
X6,2023,Asia,Black,Petrol,Automatic,3.6,80011,50832,2480,Low,126063360
i8,2022,South America,Silver,Diesel,Automatic,3.9,15510,91218,8978,High,818955204
5 Series,2020,North America,Grey,Electric,Manual,1.5,187356,47890,1301,Low,62304890
5 Series,2024,Europe,Grey,Electric,Automatic,4.1,110199,35577,7796,High,277358292
